"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"T20111129-127","127","709","G7","","C:\DBImages\Larva\127.jpg","10.283","10.665528","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 7","NA","","02-Dec-13","127"," 2","280","190","C:\DBImages\O1\O1_0127.jpg","275","1.47","NA","260","200","C:\DBImages\O2\O2B_0021.jpg","1.30","NA","B"," 1","C","4.0","270.0","16.01","  NA","","02-Dec-13","709","29-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","29/11/2011 17:00","30/11/2011 10:00","17:00","30-Nov-11",""," NA","    NA","        NA","   NA","     NA","  5","NA"," 2","NA","Tharwa Sandwash","17.00000","     NA","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.5627","316.4373"," 6.665668","309.7716"
"T20111129-128","128","709","G6","","C:\DBImages\Larva\128.jpg","10.360","10.745392","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 6","NA","species proof necessary (silver eyes)","02-Dec-13","128"," 2","290","235","C:\DBImages\O1\O1_0128.jpg","285","1.23","NA","290","225","C:\DBImages\O2\O2B_0022.jpg","1.29"," 5","B"," 2","C","5.0","290.0","17.19","  NA","species proof necessary (silver eyes)","02-Dec-13","709","29-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","29/11/2011 17:00","30/11/2011 10:00","17:00","30-Nov-11",""," NA","    NA","        NA","   NA","     NA","  5","NA"," 2","NA","Tharwa Sandwash","17.00000","     NA","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","315.7213"," 6.665668","309.0556"
"T20111129-129","129","709","G5","","C:\DBImages\Larva\129.jpg","12.353","12.812532","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 5","NA","","02-Dec-13","129"," 2","410","290","C:\DBImages\O1\O1_0129.jpg"," NA","1.41","10","400","285","C:\DBImages\O2\O2B_0023.jpg","1.40"," 3","B"," 3","C","5.0","405.0","23.99"," 6.5"," (remeasured 6/8/14)","02-Dec-13","709","29-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","29/11/2011 17:00","30/11/2011 10:00","17:00","30-Nov-11",""," NA","    NA","        NA","   NA","     NA","  5","NA"," 2","NA","Tharwa Sandwash","17.00000","     NA","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","21.3957","311.6043"," 6.665668","304.9386"
"T20111129-130","130","709","G4","","C:\DBImages\Larva\130.jpg","11.130","11.544036","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 4","NA","","02-Dec-13","130"," 2","310","260","C:\DBImages\O1\O1_0130.jpg","260","1.19","NA","310","210","C:\DBImages\O2\O2B_0024.jpg","1.48","NA","B"," 4","C","5.0","310.0","18.37","  NA","","02-Dec-13","709","29-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","29/11/2011 17:00","30/11/2011 10:00","17:00","30-Nov-11",""," NA","    NA","        NA","   NA","     NA","  5","NA"," 2","NA","Tharwa Sandwash","17.00000","     NA","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.9947","315.0053"," 6.665668","308.3396"
"T20111129-131","131","709","G3","","C:\DBImages\Larva\131.jpg"," 9.637"," 9.995496","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 3","NA","","02-Dec-13","131"," 2","290","200","C:\DBImages\O1\O1_0131.jpg","275","1.45","NA","280","215","C:\DBImages\O2\O2B_0025.jpg","1.30"," 3","B"," 5","C","5.0","285.0","16.89","  NA","","02-Dec-13","709","29-Nov-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","29/11/2011 17:00","30/11/2011 10:00","17:00","30-Nov-11",""," NA","    NA","        NA","   NA","     NA","  5","NA"," 2","NA","Tharwa Sandwash","17.00000","     NA","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.0997","315.9003"," 6.665668","309.2346"
"T20111129-132","132","710","G2","","C:\DBImages\Larva\132.jpg","10.385","10.771322","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 2","NA","","02-Dec-13","132"," 2","290","210","C:\DBImages\O1\O1_0132.jpg","280","1.38","NA","290","210","C:\DBImages\O2\O2B_0026.jpg","1.38","NA","B"," 6","C","4.0","290.0","17.19","  NA","","02-Dec-13","710","29-Nov-11","Drift net 4","00-Jan-00","206335","    NA","  NA","  NA","   NA","00-Jan-00","     NA","1093838"," NA","887502","FALSE","FALSE","FALSE","","","29/11/2011 17:30","30/11/2011 10:00","16:30","30-Nov-11",""," NA","887503","55468.9375","   NA","     NA","  1","NA","NA","NA","Tharwa Sandwash","16.50000","-112497","2011","333","","Tharwa Sandwash"," 333","29-Nov-11","Angle Crossing","1370.029","20.996","7.500"," 65.634"," 91.300","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","315.7213"," 6.665668","309.0556"
"L2011125-133","133","715","G1","","C:\DBImages\Larva\133.jpg","10.408","10.795178","NA","Anu Datta","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2011A","G"," 1","NA","","02-Dec-13","133"," 2","260","195","C:\DBImages\O1\O1_0133.jpg","255","1.33","NA","270","185","C:\DBImages\O2\O2B_0027.jpg","1.46","NA","B"," 7","C","4.5","265.0","15.71","  NA","","02-Dec-13","715","05-Dec-11","Eel net","00-Jan-00","    NA","    NA","  NA","  NA","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","","5/12/2011 18:00","6/12/2011 10:00","16:00","06-Dec-11",""," NA","    NA","        NA","   NA","     NA","  1","NA","NA","NA","Lanyon","16.00000","     NA","2011","339","","Lanyon"," 339","05-Dec-11","Angle Crossing","2141.819","17.439","7.470","     NA","     NA","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.3837","322.6163"," 9.038187","313.5781"
"B20121126-134","134","548","A1","","C:\DBImages\Larva\134.jpg"," 9.688","10.048394","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 1","NA","","02-Dec-13","134"," 2","250","205","C:\DBImages\O1\O1_0134.jpg","255","1.22","NA","250","200","C:\DBImages\O2\O2B_0028.jpg","1.25"," 5","B"," 1","D","4.0","250.0","14.82","  NA","","02-Dec-13","548","26-Nov-12","Drift net 4","00-Jan-00"," 62000"," 62550"," 550","  NA","   NA","00-Jan-00"," 243744"," 243808"," 64","","FALSE","FALSE","FALSE","","Sunny","26/11/2012 15:25","27/11/2012 10:16","18:51","27-Nov-12","Datasheet","0.9","181808","10100.4444","307.0"," 694434","  1","NA","NA","NA","Bullen Range","18.85000"," 181808","2012","331","","Bullen Range"," 619","26-Nov-12","Angle Crossing"," 340.586","22.609","8.216","108.468"," 93.207","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.8467","315.1533"," 5.589797","309.5635"
"M20121121-135","135","556","A2","","C:\DBImages\Larva\135.jpg"," 8.940"," 9.272568","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 2","NA","","02-Dec-13","135"," 2","240","205","C:\DBImages\O1\O1_0135.jpg","260","1.17"," 7","260","200","C:\DBImages\O2\O2B_0029.jpg","1.30","NA","B"," 2","D","5.0","250.0","14.82"," 7.0","","02-Dec-13","556","21-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.4","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","21/11/2012 15:55","22/11/2012 9:40","17:45","22-Nov-12","Datasheet","1.3","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Murramore","17.75000","     NA","2012","326","","Murramore","1215","21-Nov-12","Angle Crossing"," 368.958","19.350","8.256","  8.269"," 94.991","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.8467","310.1533"," 7.763550","302.3897"
"M20121121-136","136","556","A3","","C:\DBImages\Larva\136.jpg"," 9.221"," 9.564021","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 3","NA","","02-Dec-13","136"," 2","240","185","C:\DBImages\O1\O1_0136.jpg","220","1.30","NA","230","195","C:\DBImages\O2\O2B_0030.jpg","1.18","NA","B"," 3","D","3.5","235.0","13.94","  NA","","02-Dec-13","556","21-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.4","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","21/11/2012 15:55","22/11/2012 9:40","17:45","22-Nov-12","Datasheet","1.3","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Murramore","17.75000","     NA","2012","326","","Murramore","1215","21-Nov-12","Angle Crossing"," 368.958","19.350","8.256","  8.269"," 94.991","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.3097","310.6903"," 7.763550","302.9267"
"M20121121-137","137","556","A4","","C:\DBImages\Larva\137.jpg"," 9.106"," 9.444743","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 4","NA","","02-Dec-13","137"," 2","180","165","C:\DBImages\O1\O1_0137.jpg","200","1.09"," 6","210","140","C:\DBImages\O2\O2B_0031.jpg","1.50","NA","B"," 4","D","4.0","195.0","11.57"," 6.0","","02-Dec-13","556","21-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.4","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","21/11/2012 15:55","22/11/2012 9:40","17:45","22-Nov-12","Datasheet","1.3","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Murramore","17.75000","     NA","2012","326","","Murramore","1215","21-Nov-12","Angle Crossing"," 368.958","19.350","8.256","  8.269"," 94.991","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","13.8777","312.1223"," 7.763550","304.3587"
"M20121121-138","138","556","A5","","C:\DBImages\Larva\138.jpg"," 9.148"," 9.488306","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 5","NA","","02-Dec-13","138"," 2","260","200","C:\DBImages\O1\O1_0138.jpg","255","1.30"," 7","275","195","C:\DBImages\O2\O2B_0032.jpg","1.41"," 4","B"," 5","D","3.5","267.5","15.86"," 5.5","","02-Dec-13","556","21-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.4","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","21/11/2012 15:55","22/11/2012 9:40","17:45","22-Nov-12","Datasheet","1.3","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Murramore","17.75000","     NA","2012","326","","Murramore","1215","21-Nov-12","Angle Crossing"," 368.958","19.350","8.256","  8.269"," 94.991","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.4732","309.5268"," 7.763550","301.7632"
"L20121120-139","139","559","A6","","C:\DBImages\Larva\139.jpg"," 8.932"," 9.264270","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 6","NA","","02-Dec-13","139"," 2","290","205","C:\DBImages\O1\O1_0139.jpg","290","1.41","NA","290","230","C:\DBImages\O2\O2B_0033.jpg","1.26"," 8","B"," 6","D","3.5","290.0","17.19","  NA","","02-Dec-13","559","20-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.5","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","20/11/2012 16:08","21/11/2012 9:43","17:35","21-Nov-12","Datasheet","1.0","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Lanyon","17.58333","     NA","2012","325","","Lanyon","1214","20-Nov-12","Angle Crossing"," 377.904","19.008","8.152","  7.067"," 93.060","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.2787","307.7213"," 7.991664","299.7296"
"L20121120-140","140","559","A7","","C:\DBImages\Larva\140.jpg","11.550","11.979660","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 7","NA","","02-Dec-13","140"," 2","280","220","C:\DBImages\O1\O1_0140.jpg","285","1.27"," 8","260","210","C:\DBImages\O2\O2B_0034.jpg","1.24"," 6","B"," 7","D","4.0","270.0","16.01"," 7.0","","02-Dec-13","559","20-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.5","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","20/11/2012 16:08","21/11/2012 9:43","17:35","21-Nov-12","Datasheet","1.0","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Lanyon","17.58333","     NA","2012","325","","Lanyon","1214","20-Nov-12","Angle Crossing"," 377.904","19.008","8.152","  7.067"," 93.060","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.5627","308.4373"," 7.991664","300.4456"
"L20121120-141","141","559","A8","","C:\DBImages\Larva\141.jpg","12.395","12.856094","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 8","NA","","02-Dec-13","141"," 2","380","280","C:\DBImages\O1\O1_0141.jpg","390","1.36"," 8","370","260","C:\DBImages\O2\O2B_0035.jpg","1.42"," 8","B"," 8","D","4.0","375.0","22.22"," 8.0","","02-Dec-13","559","20-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.5","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","20/11/2012 16:08","21/11/2012 9:43","17:35","21-Nov-12","Datasheet","1.0","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Lanyon","17.58333","     NA","2012","325","","Lanyon","1214","20-Nov-12","Angle Crossing"," 377.904","19.008","8.152","  7.067"," 93.060","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","20.3217","304.6783"," 7.991664","296.6866"
"L20121120-142","142","559","A9","","C:\DBImages\Larva\142.jpg"," 9.397"," 9.746568","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2012A","A"," 9","NA","","02-Dec-13","142"," 2","260","200","C:\DBImages\O1\O1_0142.jpg","580","1.30","NA","265","195","C:\DBImages\O2\O2B_0036.jpg","1.36"," 6","B"," 9","D","5.0","262.5","15.56","  NA","","02-Dec-13","559","20-Nov-12","Eel net","00-Jan-00","    NA","    NA","  NA","21.5","   NA","00-Jan-00","     NA","     NA"," NA","","FALSE","FALSE","FALSE","","Sunny","20/11/2012 16:08","21/11/2012 9:43","17:35","21-Nov-12","Datasheet","1.0","    NA","        NA","   NA","     NA","  4","NA","NA","NA","Lanyon","17.58333","     NA","2012","325","","Lanyon","1214","20-Nov-12","Angle Crossing"," 377.904","19.008","8.152","  7.067"," 93.060","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.2942","308.7058"," 7.991664","300.7141"
