Label,LarvalRecords.LarvaID,CollectionEvent,RackNo,Species,LarvaePhoto,LarvaEthanolLength,LarvaLength,KnownAge,CollectedBy,LarvalRecords.Comments,Calculated Age,Delta13C,Delta15N,CNRatio,BodyWeight,SourceLarvae,LarvalRecords.CreatedDate,LarvalRecords.PlateID,LarvalRecords.Row,LarvalRecords.Column,LarvalRecords.NestID,LarvalOtoliths.LarvaID,OtolithCount,Otolith1Length,Otolith1Width,Otolith1Photo,PatsLength,Ratio1,Otolith1Rings,Otolith2Length,Otolith2Width,Otolith2Photo,Ratio2,Otolith2Rings,AblationSlide,AblationSlideColumn,AblationSlideRow,AblationCentralityScore,MeanOtolithLength,LarvalOtoliths.Comments,MeanDailyIncrements,LarvalOtoliths.CreatedDate,OLEstimateAge,Larva Collection.ID,Set Date,Net,Set Time,Set Flow Rotor Count,Set 30 Seconds Count,Set Rotor Delta,Water Temperature on Set,Water Temperature on Pull,Pull Time,Pull Flow Rotor Count,Pull 30 sec Rotor Count,Pull Rotor Delta,Larva Collection.Comments,Examined,Larvae Found,Cod Confirmed,Larvae Comments,Weather,cSettime,cPulltime,Soak Time,Pull Date,Larva Collection.Source,Depth (m),Total Rotor Delta,Delta per Hour,Average set and pull 30 sec delta,Av rotor if over whole soak time,Maccullochella larvae,Perca larvae,Cyprinus larvae,Other species,Location,SoakHours,OrigTotalRotor,YearOnly,Day of Year,Larva Collection.CreatedDate,SiteName,ACFlowAndWQ.ID,Datetime,ACFlowAndWQ.Station,DischargeMean,WaterTempMean,pH Instantaneous,TurbidityMean,DOInstantaneous,Sites.ID,RiverName,RiverSystemPart,Segment,Site Name,Latitude,Longitude,GPS Coordinates,new Latitude,new Longitude,X,Y,Elevation (m) from DEM,Distance from source (m),Distance to Angle Crossing (m),Distance_old,Sites.Source,AKA,Type,Slope,Width,Depth,Description,Fishing Access,Seg,Field0,ageOL,hatchDoY,incubTime,spawnDoY,Genetics.PlateID,Genetics.Row,Genetics.Column,raceCladeName,raceCladeNumber,CladeName,cladeNumber,cladeGoTName,Genetics.NestID,NestGoTName,Sibling,SiblingIDs,Genetics.Comments,Genetics.CreatedDate,nestMother
B20111110-71,71,685,B10,,C:\DBImages\Larva\71.jpg,11.042,11.4527624,,Anu Datta,,,,,,,Wild caught Murrumbidgee,27-Sep-13,2011A,B,10.00,,71,2,290,245,C:\DBImages\O1\O1_0071.jpg,290,1.18,7,300,210,C:\DBImages\O2\O2A_0004.jpg,1.43,6,A,4,A,3,295,,6.5,27-Sep-13,17.48,685,10-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,10/11/2011 17:30,11/11/2011 10:00,16:30,11-Nov-11,,,,,,,27,,,,Bullen Range,16.5,,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,17.4848513,296.5151487,6.09605,290.4190987,,,,,,,,,,,,,,,
B20111110-72,72,685,B11,,C:\DBImages\Larva\72.jpg,9.692,10.0525424,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,B,11.00,,72,2,300,200,C:\DBImages\O1\O1_0072.jpg,300,1.50,9,280,200,C:\DBImages\O2\O2A_0005.jpg,1.40,9,A,5,A,4,290,,9,02-Dec-13,17.19,685,10-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,10/11/2011 17:30,11/11/2011 10:00,16:30,11-Nov-11,,,,,,,27,,,,Bullen Range,16.5,,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,17.1890593,296.8109407,6.09605,290.7148907,,,,,,,,,,,,,,,
B20111110-73,73,685,B12,,C:\DBImages\Larva\73.jpg,11.497,11.9246884,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,B,12.00,,73,2,310,240,C:\DBImages\O1\O1_0073.jpg,315,1.29,11,320,230,C:\DBImages\O2\O2A_0006.jpg,1.39,,A,6,A,2,315,,11,02-Dec-13,18.67,685,10-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,10/11/2011 17:30,11/11/2011 10:00,16:30,11-Nov-11,,,,,,,27,,,,Bullen Range,16.5,,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,18.6680193,295.3319807,6.09605,289.2359307,,,,,,,,,,,,,,,
B20111110-74,74,685,C12,,C:\DBImages\Larva\74.jpg,11.14,11.554408,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,12.00,,74,2,300,230,C:\DBImages\O1\O1_0074.jpg,310,1.30,11,300,220,C:\DBImages\O2\O2A_0007.jpg,1.36,9,A,7,A,5,300,,10,02-Dec-13,17.78,685,10-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,10/11/2011 17:30,11/11/2011 10:00,16:30,11-Nov-11,,,,,,,27,,,,Bullen Range,16.5,,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,17.7806433,296.2193567,6.09605,290.1233067,,,,,,,,,,,,,,,
B20111110-75,75,686,C11,,C:\DBImages\Larva\75.jpg,11.77,12.207844,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,11.00,,75,2,310,230,C:\DBImages\O1\O1_0075.jpg,300,1.35,9,320,240,C:\DBImages\O2\O2A_0008.jpg,1.33,12,A,8,A,3,315,,10.5,02-Dec-13,18.67,686,10-Nov-11,Drift net 4,00-Jan-00,508071,,,,,00-Jan-00,,659758,,151687,FALSE,FALSE,FALSE,,,10/11/2011 18:00,11/11/2011 9:30,15:30,11-Nov-11,,,151687,10112.46667,,,2,,,,Bullen Range,15.5,151687,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,18.6680193,295.3319807,6.09605,289.2359307,,,,,,,,,,,,,,,
B20111110-76,76,686,C10,,C:\DBImages\Larva\76.jpg,10.98,11.388456,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,10.00,,76,2,310,245,C:\DBImages\O1\O1_0076.jpg,320,1.27,6,300,240,C:\DBImages\O2\O2A_0009.jpg,1.25,,A,9,A,5,305,"Careful of sequence, may have ablated this out of sequence.",6,02-Dec-13,18.08,686,10-Nov-11,Drift net 4,00-Jan-00,508071,,,,,00-Jan-00,,659758,,151687,FALSE,FALSE,FALSE,,,10/11/2011 18:00,11/11/2011 9:30,15:30,11-Nov-11,,,151687,10112.46667,,,2,,,,Bullen Range,15.5,151687,2011,314,,Bullen Range,314,10-Nov-11,Angle Crossing,290.515,21.85,7.3,31.863,92.2,5,Murrumbidgee,,,Bullen Range,-35.376278,148.985667,"S35°22’34.60”, E148°59’08.40”",-35.374501,148.984091,680234.8128,6083617.837,527.4,231917.4,34906.3,35414,M2G Project Information Document,Fairvale,Sample,0.27,65,5,"Low gradient, confined valley with floodplain pockets",8,35,Angle Crossing,18.0764353,295.9235647,6.09605,289.8275147,,,,,,,,,,,,,,,
N20111115-77,77,688,C9,,C:\DBImages\Larva\77.jpg,11.381,11.8043732,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,9.00,,77,1,310,240,C:\DBImages\O1\O1_0077.jpg,300,1.29,7,310,,C:\DBImages\O2\O2A_0010.jpg,,,-,,,,310,No 2 lost but blasted blank spot anyway,7,02-Dec-13,18.37,688,15-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,15/11/2011 17:30,16/11/2011 9:30,16:00,16-Nov-11,,,,,,,3,,,,Nerreman,16,,2011,319,,Nerreman,319,15-Nov-11,Angle Crossing,362.417,22.38,7.378,63.062,90.3,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,18.3722273,300.6277727,5.74254,294.8852327,,,,,,,,,,,,,,,
N20111115-78,78,688,C8,,C:\DBImages\Larva\78.jpg,11.735,12.171542,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,8.00,,78,2,320,250,C:\DBImages\O1\O1_0078.jpg,330,1.28,,320,250,C:\DBImages\O2\O2A_0011.jpg,1.28,,A,1,B,5,320,,,02-Dec-13,18.96,688,15-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,15/11/2011 17:30,16/11/2011 9:30,16:00,16-Nov-11,,,,,,,3,,,,Nerreman,16,,2011,319,,Nerreman,319,15-Nov-11,Angle Crossing,362.417,22.38,7.378,63.062,90.3,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,18.9638113,300.0361887,5.74254,294.2936487,,,,,,,,,,,,,,,
N20111115-79,79,688,C7,,C:\DBImages\Larva\79.jpg,10.978,11.3863816,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,7.00,,79,2,270,210,C:\DBImages\O1\NoImage.jpg,210,1.29,,270,220,C:\DBImages\O2\O2A_0012.jpg,1.23,7,A,2,B,5,270,"There is a blank photo for Otolith 1 - this is because there is two spots on the slide, Jolene only searched one (understandably) and thought it was absent. Perhaps I will take a photo later.",,02-Dec-13,16.01,688,15-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,15/11/2011 17:30,16/11/2011 9:30,16:00,16-Nov-11,,,,,,,3,,,,Nerreman,16,,2011,319,,Nerreman,319,15-Nov-11,Angle Crossing,362.417,22.38,7.378,63.062,90.3,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,16.0058913,302.9941087,5.74254,297.2515687,,,,,,,,,,,,,,,
T20111116-80,80,693,C6,,C:\DBImages\Larva\80.jpg,11.85,12.29082,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,6.00,,80,2,330,250,C:\DBImages\O1\O1_0080.jpg,190,1.32,,330,260,C:\DBImages\O2\O2A_0013.jpg,1.27,9,A,3,B,5,330,,,02-Dec-13,19.56,693,16-Nov-11,Drift net 5,00-Jan-00,679738,,,,,00-Jan-00,,1099996,,420257,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,420258,28017.2,,,71,,1,,Tharwa Sandwash,15.5,-579742,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.5553953,300.4446047,6.506255,293.9383497,,,,,,,,,,,,,,,
T20111116-81,81,693,C5,,C:\DBImages\Larva\81.jpg,11.709,12.1445748,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,5.00,,81,2,320,265,C:\DBImages\O1\O1_0081.jpg,330,1.21,,330,260,C:\DBImages\O2\O2A_0014.jpg,1.27,6,A,4,B,3,325,,,02-Dec-13,19.26,693,16-Nov-11,Drift net 5,00-Jan-00,679738,,,,,00-Jan-00,,1099996,,420257,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,420258,28017.2,,,71,,1,,Tharwa Sandwash,15.5,-579742,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.2596033,300.7403967,6.506255,294.2341417,,,,,,,,,,,,,,,
T20111116-82,82,693,C4,,C:\DBImages\Larva\82.jpg,11.428,11.8531216,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,4.00,,82,2,350,270,C:\DBImages\O1\O1_0082.jpg,340,1.30,8,340,260,C:\DBImages\O2\O2A_0015.jpg,1.31,10,A,5,B,4,345,,9,02-Dec-13,20.44,693,16-Nov-11,Drift net 5,00-Jan-00,679738,,,,,00-Jan-00,,1099996,,420257,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,420258,28017.2,,,71,,1,,Tharwa Sandwash,15.5,-579742,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,20.4427713,299.5572287,6.506255,293.0509737,,,,,,,,,,,,,,,
T20111116-83,83,693,C3,,C:\DBImages\Larva\83.jpg,11.683,12.1176076,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,3.00,,83,2,320,250,C:\DBImages\O1\O1_0083.jpg,320,1.28,,320,280,C:\DBImages\O2\O2A_0016.jpg,1.14,5,A,6,B,4,320,,,02-Dec-13,18.96,693,16-Nov-11,Drift net 5,00-Jan-00,679738,,,,,00-Jan-00,,1099996,,420257,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,420258,28017.2,,,71,,1,,Tharwa Sandwash,15.5,-579742,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,18.9638113,301.0361887,6.506255,294.5299337,,,,,,,,,,,,,,,
T20111116-84,84,693,C2,,C:\DBImages\Larva\84.jpg,12.177,12.6299844,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,2.00,,84,2,320,260,C:\DBImages\O1\O1_0084.jpg,335,1.23,,330,240,C:\DBImages\O2\O2A_0017.jpg,1.38,7,A,7,B,5,325,,,02-Dec-13,19.26,693,16-Nov-11,Drift net 5,00-Jan-00,679738,,,,,00-Jan-00,,1099996,,420257,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,420258,28017.2,,,71,,1,,Tharwa Sandwash,15.5,-579742,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.2596033,300.7403967,6.506255,294.2341417,,,,,,,,,,,,,,,
T20111116-85,85,691,C1,,C:\DBImages\Larva\85.jpg,10.548,10.9403856,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,C,1.00,,85,2,340,200,C:\DBImages\O1\O1_0085.jpg,335,1.70,,300,220,C:\DBImages\O2\O2A_0018.jpg,1.36,,A,8,B,3,320, (remeasured 6/8/14) genuine big diff,,02-Dec-13,18.96,691,16-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,16/11/2011 17:30,17/11/2011 10:00,16:30,17-Nov-11,,,,,,,96,,3,,Tharwa Sandwash,16.5,,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,18.9638113,301.0361887,6.506255,294.5299337,,,,,,,,,,,,,,,
T20111116-86,86,691,D1,,C:\DBImages\Larva\86.jpg,10.624,11.0192128,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,1.00,,86,2,340,270,C:\DBImages\O1\O1_0086.jpg,170,1.26,,330,250,C:\DBImages\O2\O2A_0019.jpg,1.32,,A,9,B,4,335,,,02-Dec-13,19.85,691,16-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,16/11/2011 17:30,17/11/2011 10:00,16:30,17-Nov-11,,,,,,,96,,3,,Tharwa Sandwash,16.5,,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.8511873,300.1488127,6.506255,293.6425577,,,,,,,,,,,,,,,
T20111116-87,87,691,D2,,C:\DBImages\Larva\87.jpg,11.161,11.5761892,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,2.00,,87,2,330,270,C:\DBImages\O1\O1_0087.jpg,330,1.22,9,320,250,C:\DBImages\O2\O2A_0020.jpg,1.28,,A,10,B,5,325,,9,02-Dec-13,19.26,691,16-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,16/11/2011 17:30,17/11/2011 10:00,16:30,17-Nov-11,,,,,,,96,,3,,Tharwa Sandwash,16.5,,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.2596033,300.7403967,6.506255,294.2341417,,,,,,,,,,,,,,,
T20111116-88,88,691,D3,,C:\DBImages\Larva\88.jpg,11.513,11.9412836,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,3.00,,88,2,335,250,C:\DBImages\O1\O1_0088.jpg,325,1.34,9,330,245,C:\DBImages\O2\O2A_0021.jpg,1.35,,A,1,C,5,332.5,,9,02-Dec-13,19.70,691,16-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,16/11/2011 17:30,17/11/2011 10:00,16:30,17-Nov-11,,,,,,,96,,3,,Tharwa Sandwash,16.5,,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.7032913,300.2967087,6.506255,293.7904537,,,,,,,,,,,,,,,
T20111116-89,89,691,D4,,C:\DBImages\Larva\89.jpg,11.286,11.7058392,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,4.00,,89,2,330,240,C:\DBImages\O1\O1_0089.jpg,320,1.38,12,330,255,C:\DBImages\O2\O2A_0022.jpg,1.29,,A,2,C,5,330,,12,02-Dec-13,19.56,691,16-Nov-11,Eel net,00-Jan-00,,,,,,00-Jan-00,,,,,FALSE,FALSE,FALSE,,,16/11/2011 17:30,17/11/2011 10:00,16:30,17-Nov-11,,,,,,,96,,3,,Tharwa Sandwash,16.5,,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.5553953,300.4446047,6.506255,293.9383497,,,,,,,,,,,,,,,
T20111116-90,90,692,D5,,C:\DBImages\Larva\90.jpg,11.21,11.627012,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,5.00,,90,2,320,240,C:\DBImages\O1\O1_0090.jpg,315,1.33,,330,250,C:\DBImages\O2\O2A_0023.jpg,1.32,,A,3,C,5,325,,,02-Dec-13,19.26,692,16-Nov-11,Drift net 4,00-Jan-00,750357,,,,,00-Jan-00,,1666487,,916129,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,916130,61075.33333,,,118,,,,Tharwa Sandwash,15.5,-83870,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.2596033,300.7403967,6.506255,294.2341417,,,,,,,,,,,,,,,
T20111116-91,91,692,D6,,C:\DBImages\Larva\91.jpg,11.717,12.1528724,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,6.00,,91,2,340,275,C:\DBImages\O1\O1_0091.jpg,340,1.24,10,360,240,C:\DBImages\O2\O2A_0024.jpg,1.50,3,A,4,C,5,350,,6.5,02-Dec-13,20.74,692,16-Nov-11,Drift net 4,00-Jan-00,750357,,,,,00-Jan-00,,1666487,,916129,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,916130,61075.33333,,,118,,,,Tharwa Sandwash,15.5,-83870,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,20.7385633,299.2614367,6.506255,292.7551817,,,,,,,,,,,,,,,
T20111116-92,92,692,D7,,C:\DBImages\Larva\92.jpg,12.622,13.0915384,,Anu Datta,maybe a big and small otolith,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,7.00,,92,2,320,290,C:\DBImages\O1\O1_0092.jpg,320,1.10,7,300,220,C:\DBImages\O2\O2A_0025.jpg,1.36,,A,5,C,3.5,310, (remeasured 6/8/14),7,02-Dec-13,18.37,692,16-Nov-11,Drift net 4,00-Jan-00,750357,,,,,00-Jan-00,,1666487,,916129,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,916130,61075.33333,,,118,,,,Tharwa Sandwash,15.5,-83870,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,18.3722273,301.6277727,6.506255,295.1215177,,,,,,,,,,,,,,,
T20111116-93,93,692,D8,,C:\DBImages\Larva\93.jpg,10.833,11.2359876,,Anu Datta,,,,,,,Wild caught Murrumbidgee,02-Dec-13,2011A,D,8.00,,93,2,330,240,C:\DBImages\O1\O1_0093.jpg,310,1.38,7,340,250,C:\DBImages\O2\O2A_0026.jpg,1.36,5,A,6,C,5,335,,6,02-Dec-13,19.85,692,16-Nov-11,Drift net 4,00-Jan-00,750357,,,,,00-Jan-00,,1666487,,916129,FALSE,FALSE,FALSE,,,16/11/2011 18:00,17/11/2011 9:30,15:30,17-Nov-11,,,916130,61075.33333,,,118,,,,Tharwa Sandwash,15.5,-83870,2011,320,,Tharwa Sandwash,320,16-Nov-11,Angle Crossing,327.444,21.235,7.61,98.953,87.3,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,19.8511873,300.1488127,6.506255,293.6425577,,,,,,,,,,,,,,,
